instrumentid,loctimestamp,maturity,measure
DE0009652396QVEXP1D1,2009-07-03 00:00:00,30 days,0.328709
DE0009652396QVEXP1D1,2009-07-06 00:00:00,30 days,0.358159
DE0009652396QVEXP1D1,2009-07-07 00:00:00,30 days,0.362839
DE0009652396QVEXP1D1,2009-07-08 00:00:00,30 days,0.374091
DE0009652396QVEXP1D1,2009-07-09 00:00:00,30 days,0.352206
DE0009652396QVEXP1D1,2009-07-10 00:00:00,30 days,0.351935
DE0009652396QVEXP1D1,2009-07-13 00:00:00,30 days,0.363127
DE0009652396QVEXP1D1,2009-07-14 00:00:00,30 days,0.355985
DE0009652396QVEXP1D1,2009-07-15 00:00:00,30 days,0.35748
DE0009652396QVEXP1D1,2009-07-16 00:00:00,30 days,0.409161
DE0009652396QVEXP1D1,2009-07-23 00:00:00,30 days,0.267683
DE0009652396QVEXP1D1,2009-07-24 00:00:00,30 days,0.268109
DE0009652396QVEXP1D1,2009-07-27 00:00:00,30 days,0.274881
DE0009652396QVEXP1D1,2009-07-28 00:00:00,30 days,0.280825
DE0009652396QVEXP1D1,2009-07-29 00:00:00,30 days,0.277127
DE0009652396QVEXP1D1,2009-07-30 00:00:00,30 days,0.272258
DE0009652396QVEXP1D1,2009-07-31 00:00:00,30 days,0.282622
DE0009652396QVEXP1D1,2009-08-03 00:00:00,30 days,0.301943
DE0009652396QVEXP1D1,2009-08-04 00:00:00,30 days,0.289029
DE0009652396QVEXP1D1,2009-08-05 00:00:00,30 days,0.279685
DE0009652396QVEXP1D1,2009-08-06 00:00:00,30 days,0.275519
DE0009652396QVEXP1D1,2009-08-07 00:00:00,30 days,0.267624
DE0009652396QVEXP1D1,2009-08-10 00:00:00,30 days,0.278973
DE0009652396QVEXP1D1,2009-08-11 00:00:00,30 days,0.28977
DE0009652396QVEXP1D1,2009-08-12 00:00:00,30 days,0.28102
DE0009652396QVEXP1D1,2009-08-13 00:00:00,30 days,0.27516
DE0009652396QVEXP1D1,2009-08-14 00:00:00,30 days,0.286909
DE0009652396QVEXP1D1,2009-08-17 00:00:00,30 days,0.33464
DE0009652396QVEXP1D1,2009-08-18 00:00:00,30 days,0.310769
DE0009652396QVEXP1D1,2009-08-19 00:00:00,30 days,0.30506
DE0009652396QVEXP1D1,2009-08-20 00:00:00,30 days,0.282465
DE0009652396QVEXP1D1,2009-08-21 00:00:00,30 days,0.269694
DE0009652396QVEXP1D1,2009-08-24 00:00:00,30 days,0.284305
DE0009652396QVEXP1D1,2009-08-25 00:00:00,30 days,0.281328
DE0009652396QVEXP1D1,2009-08-26 00:00:00,30 days,0.285604
DE0009652396QVEXP1D1,2009-08-27 00:00:00,30 days,0.283238
DE0009652396QVEXP1D1,2009-08-28 00:00:00,30 days,0.277832
DE0009652396QVEXP1D1,2009-08-31 00:00:00,30 days,0.300859
DE0009652396QVEXP1D1,2009-09-01 00:00:00,30 days,0.3244
DE0009652396QVEXP1D1,2009-09-02 00:00:00,30 days,0.321397
DE0009652396QVEXP1D1,2009-09-03 00:00:00,30 days,0.310266
DE0009652396QVEXP1D1,2009-09-04 00:00:00,30 days,0.291003
DE0009652396QVEXP1D1,2009-09-07 00:00:00,30 days,0.291591
DE0009652396QVEXP1D1,2009-09-08 00:00:00,30 days,0.287434
DE0009652396QVEXP1D1,2009-09-09 00:00:00,30 days,0.271903
DE0009652396QVEXP1D1,2009-09-10 00:00:00,30 days,0.268194
DE0009652396QVEXP1D1,2009-09-11 00:00:00,30 days,0.267348
DE0009652396QVEXP1D1,2009-09-14 00:00:00,30 days,0.280795
DE0009652396QVEXP1D1,2009-09-15 00:00:00,30 days,0.27065
DE0009652396QVEXP1D1,2009-09-16 00:00:00,30 days,0.258809
DE0009652396QVEXP1D1,2009-09-17 00:00:00,30 days,0.25866
DE0009652396QVEXP1D1,2009-09-18 00:00:00,30 days,0.25804
DE0009652396QVEXP1D1,2009-09-21 00:00:00,30 days,0.261578
DE0009652396QVEXP1D1,2009-09-22 00:00:00,30 days,0.260722
DE0009652396QVEXP1D1,2009-09-23 00:00:00,30 days,0.258814
DE0009652396QVEXP1D1,2009-09-24 00:00:00,30 days,0.276895
DE0009652396QVEXP1D1,2009-09-25 00:00:00,30 days,0.275099
DE0009652396QVEXP1D1,2009-09-28 00:00:00,30 days,0.26903
DE0009652396QVEXP1D1,2009-09-29 00:00:00,30 days,0.269266
DE0009652396QVEXP1D1,2009-09-30 00:00:00,30 days,0.277061
DE0009652396QVEXP1D1,2009-10-01 00:00:00,30 days,0.305528
DE0009652396QVEXP1D1,2009-10-02 00:00:00,30 days,0.312649
DE0009652396QVEXP1D1,2009-10-05 00:00:00,30 days,0.309593
DE0009652396QVEXP1D1,2009-10-06 00:00:00,30 days,0.299501
DE0009652396QVEXP1D1,2009-10-07 00:00:00,30 days,0.299331
DE0009652396QVEXP1D1,2009-10-08 00:00:00,30 days,0.28728
DE0009652396QVEXP1D1,2009-10-09 00:00:00,30 days,0.292867
DE0009652396QVEXP1D1,2009-10-12 00:00:00,30 days,0.308212
DE0009652396QVEXP1D1,2009-10-13 00:00:00,30 days,0.342484
DE0009652396QVEXP1D1,2009-10-14 00:00:00,30 days,0.33443
DE0009652396QVEXP1D1,2009-10-15 00:00:00,30 days,0.383439
DE0009652396QVEXP1D1,2009-10-21 00:00:00,30 days,0.238974
DE0009652396QVEXP1D1,2009-10-22 00:00:00,30 days,0.243673
DE0009652396QVEXP1D1,2009-10-23 00:00:00,30 days,0.244246
DE0009652396QVEXP1D1,2009-10-26 00:00:00,30 days,0.273621
DE0009652396QVEXP1D1,2009-10-27 00:00:00,30 days,0.275215
DE0009652396QVEXP1D1,2009-10-28 00:00:00,30 days,0.289588
DE0009652396QVEXP1D1,2009-10-29 00:00:00,30 days,0.274034
DE0009652396QVEXP1D1,2009-10-30 00:00:00,30 days,0.316504
DE0009652396QVEXP1D1,2009-11-02 00:00:00,30 days,0.311848
DE0009652396QVEXP1D1,2009-11-03 00:00:00,30 days,0.322185
DE0009652396QVEXP1D1,2009-11-04 00:00:00,30 days,0.297314
DE0009652396QVEXP1D1,2009-11-05 00:00:00,30 days,0.286978
DE0009652396QVEXP1D1,2009-11-06 00:00:00,30 days,0.276602
DE0009652396QVEXP1D1,2009-11-09 00:00:00,30 days,0.271643
DE0009652396QVEXP1D1,2009-11-10 00:00:00,30 days,0.274653
DE0009652396QVEXP1D1,2009-11-11 00:00:00,30 days,0.275224
DE0009652396QVEXP1D1,2009-11-12 00:00:00,30 days,0.276471
DE0009652396QVEXP1D1,2009-11-13 00:00:00,30 days,0.268934
DE0009652396QVEXP1D1,2009-11-16 00:00:00,30 days,0.271775
DE0009652396QVEXP1D1,2009-11-17 00:00:00,30 days,0.269757
DE0009652396QVEXP1D1,2009-11-18 00:00:00,30 days,0.254659
DE0009652396QVEXP1D1,2009-11-19 00:00:00,30 days,0.265149
DE0009652396QVEXP1D1,2009-11-20 00:00:00,30 days,0.267392
DE0009652396QVEXP1D1,2009-11-23 00:00:00,30 days,0.25182
DE0009652396QVEXP1D1,2009-11-24 00:00:00,30 days,0.251788
DE0009652396QVEXP1D1,2009-11-25 00:00:00,30 days,0.242663
DE0009652396QVEXP1D1,2009-11-26 00:00:00,30 days,0.311502
DE0009652396QVEXP1D1,2009-11-27 00:00:00,30 days,0.287815
DE0009652396QVEXP1D1,2009-11-30 00:00:00,30 days,0.313171
DE0009652396QVEXP1D1,2009-12-01 00:00:00,30 days,0.278731
DE0009652396QVEXP1D1,2009-12-02 00:00:00,30 days,0.273719
DE0009652396QVEXP1D1,2009-12-03 00:00:00,30 days,0.270159
DE0009652396QVEXP1D1,2009-12-04 00:00:00,30 days,0.256413
DE0009652396QVEXP1D1,2009-12-07 00:00:00,30 days,0.26283
DE0009652396QVEXP1D1,2009-12-08 00:00:00,30 days,0.281401
DE0009652396QVEXP1D1,2009-12-09 00:00:00,30 days,0.300314
DE0009652396QVEXP1D1,2009-12-10 00:00:00,30 days,0.283794
DE0009652396QVEXP1D1,2009-12-11 00:00:00,30 days,0.267422
DE0009652396QVEXP1D1,2009-12-14 00:00:00,30 days,0.257425
DE0009652396QVEXP1D1,2009-12-15 00:00:00,30 days,0.247818
DE0009652396QVEXP1D1,2009-12-16 00:00:00,30 days,0.233975
DE0009652396QVEXP1D1,2009-12-17 00:00:00,30 days,0.24211
DE0009652396QVEXP1D1,2009-12-18 00:00:00,30 days,0.251358
DE0009652396QVEXP1D1,2009-12-21 00:00:00,30 days,0.232077
DE0009652396QVEXP1D1,2009-12-22 00:00:00,30 days,0.234135
DE0009652396QVEXP1D1,2009-12-23 00:00:00,30 days,0.231462
DE0009652396QVEXP1D1,2009-12-28 00:00:00,30 days,0.242551
DE0009652396QVEXP1D1,2009-12-29 00:00:00,30 days,0.243101
DE0009652396QVEXP1D1,2009-12-30 00:00:00,30 days,0.249137
DE0009652396QVEXP1D1,2010-01-04 00:00:00,30 days,0.255649
DE0009652396QVEXP1D1,2010-01-05 00:00:00,30 days,0.250917
DE0009652396QVEXP1D1,2010-01-06 00:00:00,30 days,0.252865
DE0009652396QVEXP1D1,2010-01-07 00:00:00,30 days,0.252744
DE0009652396QVEXP1D1,2010-01-08 00:00:00,30 days,0.249785
DE0009652396QVEXP1D1,2010-01-11 00:00:00,30 days,0.279954
DE0009652396QVEXP1D1,2010-01-12 00:00:00,30 days,0.293704
DE0009652396QVEXP1D1,2010-01-13 00:00:00,30 days,0.312938
DE0009652396QVEXP1D1,2010-01-14 00:00:00,30 days,0.354839
DE0009652396QVEXP1D1,2010-01-21 00:00:00,30 days,0.254232
DE0009652396QVEXP1D1,2010-01-22 00:00:00,30 days,0.262906
DE0009652396QVEXP1D1,2010-01-25 00:00:00,30 days,0.272235
DE0009652396QVEXP1D1,2010-01-26 00:00:00,30 days,0.257802
DE0009652396QVEXP1D1,2010-01-27 00:00:00,30 days,0.277175
DE0009652396QVEXP1D1,2010-01-28 00:00:00,30 days,0.284533
DE0009652396QVEXP1D1,2010-01-29 00:00:00,30 days,0.267716
DE0009652396QVEXP1D1,2010-02-01 00:00:00,30 days,0.267226
DE0009652396QVEXP1D1,2010-02-02 00:00:00,30 days,0.252092
DE0009652396QVEXP1D1,2010-02-03 00:00:00,30 days,0.259748
DE0009652396QVEXP1D1,2010-02-04 00:00:00,30 days,0.307602
DE0009652396QVEXP1D1,2010-02-05 00:00:00,30 days,0.316036
DE0009652396QVEXP1D1,2010-02-08 00:00:00,30 days,0.309596
DE0009652396QVEXP1D1,2010-02-09 00:00:00,30 days,0.307259
DE0009652396QVEXP1D1,2010-02-10 00:00:00,30 days,0.305716
DE0009652396QVEXP1D1,2010-02-11 00:00:00,30 days,0.303832
DE0009652396QVEXP1D1,2010-02-12 00:00:00,30 days,0.294289
DE0009652396QVEXP1D1,2010-02-15 00:00:00,30 days,0.292761
DE0009652396QVEXP1D1,2010-02-16 00:00:00,30 days,0.2746
DE0009652396QVEXP1D1,2010-02-17 00:00:00,30 days,0.256179
DE0009652396QVEXP1D1,2010-02-18 00:00:00,30 days,0.24576
DE0009652396QVEXP1D1,2010-02-19 00:00:00,30 days,0.239641
DE0009652396QVEXP1D1,2010-02-22 00:00:00,30 days,0.240788
DE0009652396QVEXP1D1,2010-02-23 00:00:00,30 days,0.255892
DE0009652396QVEXP1D1,2010-02-24 00:00:00,30 days,0.254206
DE0009652396QVEXP1D1,2010-02-25 00:00:00,30 days,0.26108
DE0009652396QVEXP1D1,2010-02-26 00:00:00,30 days,0.245648
DE0009652396QVEXP1D1,2010-03-01 00:00:00,30 days,0.249944
DE0009652396QVEXP1D1,2010-03-02 00:00:00,30 days,0.236472
DE0009652396QVEXP1D1,2010-03-03 00:00:00,30 days,0.231698
DE0009652396QVEXP1D1,2010-03-04 00:00:00,30 days,0.23211
DE0009652396QVEXP1D1,2010-03-05 00:00:00,30 days,0.219108
DE0009652396QVEXP1D1,2010-03-08 00:00:00,30 days,0.234605
DE0009652396QVEXP1D1,2010-03-09 00:00:00,30 days,0.232652
DE0009652396QVEXP1D1,2010-03-10 00:00:00,30 days,0.227764
DE0009652396QVEXP1D1,2010-03-11 00:00:00,30 days,0.229412
DE0009652396QVEXP1D1,2010-03-12 00:00:00,30 days,0.22932
DE0009652396QVEXP1D1,2010-03-15 00:00:00,30 days,0.235804
DE0009652396QVEXP1D1,2010-03-16 00:00:00,30 days,0.221088
DE0009652396QVEXP1D1,2010-03-17 00:00:00,30 days,0.207699
DE0009652396QVEXP1D1,2010-03-18 00:00:00,30 days,0.208423
DE0009652396QVEXP1D1,2010-03-19 00:00:00,30 days,0.20672
DE0009652396QVEXP1D1,2010-03-22 00:00:00,30 days,0.213388
DE0009652396QVEXP1D1,2010-03-23 00:00:00,30 days,0.200506
DE0009652396QVEXP1D1,2010-03-24 00:00:00,30 days,0.207927
DE0009652396QVEXP1D1,2010-03-25 00:00:00,30 days,0.201364
DE0009652396QVEXP1D1,2010-03-26 00:00:00,30 days,0.201667
DE0009652396QVEXP1D1,2010-03-29 00:00:00,30 days,0.211071
DE0009652396QVEXP1D1,2010-03-30 00:00:00,30 days,0.215465
DE0009652396QVEXP1D1,2010-03-31 00:00:00,30 days,0.213053
DE0009652396QVEXP1D1,2010-04-01 00:00:00,30 days,0.210153
DE0009652396QVEXP1D1,2010-04-06 00:00:00,30 days,0.225869
DE0009652396QVEXP1D1,2010-04-07 00:00:00,30 days,0.23897
DE0009652396QVEXP1D1,2010-04-08 00:00:00,30 days,0.249165
DE0009652396QVEXP1D1,2010-04-09 00:00:00,30 days,0.235724
DE0009652396QVEXP1D1,2010-04-12 00:00:00,30 days,0.257223
DE0009652396QVEXP1D1,2010-04-13 00:00:00,30 days,0.274821
DE0009652396QVEXP1D1,2010-04-14 00:00:00,30 days,0.291517
DE0009652396QVEXP1D1,2010-04-15 00:00:00,30 days,0.347353
DE0009652396QVEXP1D1,2010-04-22 00:00:00,30 days,0.248494
DE0009652396QVEXP1D1,2010-04-23 00:00:00,30 days,0.241393
DE0009652396QVEXP1D1,2010-04-26 00:00:00,30 days,0.246836
DE0009652396QVEXP1D1,2010-04-27 00:00:00,30 days,0.287687
DE0009652396QVEXP1D1,2010-04-28 00:00:00,30 days,0.312673
DE0009652396QVEXP1D1,2010-04-29 00:00:00,30 days,0.300695
DE0009652396QVEXP1D1,2010-04-30 00:00:00,30 days,0.291926
DE0009652396QVEXP1D1,2010-05-03 00:00:00,30 days,0.292034
DE0009652396QVEXP1D1,2010-05-04 00:00:00,30 days,0.340869
DE0009652396QVEXP1D1,2010-05-05 00:00:00,30 days,0.337649
DE0009652396QVEXP1D1,2010-05-06 00:00:00,30 days,0.376559
DE0009652396QVEXP1D1,2010-05-07 00:00:00,30 days,0.513367
DE0009652396QVEXP1D1,2010-05-10 00:00:00,30 days,0.396669
DE0009652396QVEXP1D1,2010-05-11 00:00:00,30 days,0.402306
DE0009652396QVEXP1D1,2010-05-12 00:00:00,30 days,0.344893
DE0009652396QVEXP1D1,2010-05-13 00:00:00,30 days,0.322603
DE0009652396QVEXP1D1,2010-05-14 00:00:00,30 days,0.44529
DE0009652396QVEXP1D1,2010-05-17 00:00:00,30 days,0.418627
DE0009652396QVEXP1D1,2010-05-18 00:00:00,30 days,0.368288
DE0009652396QVEXP1D1,2010-05-19 00:00:00,30 days,0.444684
DE0009652396QVEXP1D1,2010-05-20 00:00:00,30 days,0.487696
DE0009652396QVEXP1D1,2010-05-21 00:00:00,30 days,0.439398
DE0009652396QVEXP1D1,2010-05-24 00:00:00,30 days,0.412858
DE0009652396QVEXP1D1,2010-05-25 00:00:00,30 days,0.437879
DE0009652396QVEXP1D1,2010-05-26 00:00:00,30 days,0.392388
DE0009652396QVEXP1D1,2010-05-27 00:00:00,30 days,0.350057
DE0009652396QVEXP1D1,2010-05-28 00:00:00,30 days,0.338228
DE0009652396QVEXP1D1,2010-05-31 00:00:00,30 days,0.34554
DE0009652396QVEXP1D1,2010-06-01 00:00:00,30 days,0.35866
DE0009652396QVEXP1D1,2010-06-02 00:00:00,30 days,0.359748
DE0009652396QVEXP1D1,2010-06-03 00:00:00,30 days,0.338194
DE0009652396QVEXP1D1,2010-06-04 00:00:00,30 days,0.385828
DE0009652396QVEXP1D1,2010-06-07 00:00:00,30 days,0.41274
DE0009652396QVEXP1D1,2010-06-08 00:00:00,30 days,0.420243
DE0009652396QVEXP1D1,2010-06-09 00:00:00,30 days,0.366717
DE0009652396QVEXP1D1,2010-06-10 00:00:00,30 days,0.337263
DE0009652396QVEXP1D1,2010-06-11 00:00:00,30 days,0.32423
DE0009652396QVEXP1D1,2010-06-14 00:00:00,30 days,0.306564
DE0009652396QVEXP1D1,2010-06-15 00:00:00,30 days,0.288208
DE0009652396QVEXP1D1,2010-06-16 00:00:00,30 days,0.284582
DE0009652396QVEXP1D1,2010-06-17 00:00:00,30 days,0.290555
DE0009652396QVEXP1D1,2010-06-18 00:00:00,30 days,0.267846
DE0009652396QVEXP1D1,2010-06-21 00:00:00,30 days,0.264472
DE0009652396QVEXP1D1,2010-06-22 00:00:00,30 days,0.262579
DE0009652396QVEXP1D1,2010-06-23 00:00:00,30 days,0.284578
DE0009652396QVEXP1D1,2010-06-24 00:00:00,30 days,0.313934
DE0009652396QVEXP1D1,2010-06-25 00:00:00,30 days,0.321395
DE0009652396QVEXP1D1,2010-06-28 00:00:00,30 days,0.297226
DE0009652396QVEXP1D1,2010-06-29 00:00:00,30 days,0.355178
DE0009652396QVEXP1D1,2010-06-30 00:00:00,30 days,0.345405
DE0009652396QVEXP1D1,2010-07-01 00:00:00,30 days,0.367821
DE0009652396QVEXP1D1,2010-07-02 00:00:00,30 days,0.33572
DE0009652396QVEXP1D1,2010-07-05 00:00:00,30 days,0.336794
DE0009652396QVEXP1D1,2010-07-06 00:00:00,30 days,0.325178
DE0009652396QVEXP1D1,2010-07-07 00:00:00,30 days,0.315413
DE0009652396QVEXP1D1,2010-07-08 00:00:00,30 days,0.312165
DE0009652396QVEXP1D1,2010-07-09 00:00:00,30 days,0.301419
DE0009652396QVEXP1D1,2010-07-12 00:00:00,30 days,0.325626
DE0009652396QVEXP1D1,2010-07-13 00:00:00,30 days,0.323829
DE0009652396QVEXP1D1,2010-07-14 00:00:00,30 days,0.35415
DE0009652396QVEXP1D1,2010-07-15 00:00:00,30 days,0.418104
DE0009652396QVEXP1D1,2010-07-22 00:00:00,30 days,0.26988
DE0009652396QVEXP1D1,2010-07-23 00:00:00,30 days,0.279596
DE0009652396QVEXP1D1,2010-07-26 00:00:00,30 days,0.26721
DE0009652396QVEXP1D1,2010-07-27 00:00:00,30 days,0.262647
DE0009652396QVEXP1D1,2010-07-28 00:00:00,30 days,0.266737
DE0009652396QVEXP1D1,2010-07-29 00:00:00,30 days,0.270112
DE0009652396QVEXP1D1,2010-07-30 00:00:00,30 days,0.272875
DE0009652396QVEXP1D1,2010-08-02 00:00:00,30 days,0.265509
DE0009652396QVEXP1D1,2010-08-03 00:00:00,30 days,0.264653
DE0009652396QVEXP1D1,2010-08-04 00:00:00,30 days,0.257947
DE0009652396QVEXP1D1,2010-08-05 00:00:00,30 days,0.255582
DE0009652396QVEXP1D1,2010-08-06 00:00:00,30 days,0.275988
DE0009652396QVEXP1D1,2010-08-09 00:00:00,30 days,0.26672
DE0009652396QVEXP1D1,2010-08-10 00:00:00,30 days,0.283494
DE0009652396QVEXP1D1,2010-08-11 00:00:00,30 days,0.310648
DE0009652396QVEXP1D1,2010-08-12 00:00:00,30 days,0.301052
DE0009652396QVEXP1D1,2010-08-13 00:00:00,30 days,0.301218
DE0009652396QVEXP1D1,2010-08-16 00:00:00,30 days,0.308778
DE0009652396QVEXP1D1,2010-08-17 00:00:00,30 days,0.286099
DE0009652396QVEXP1D1,2010-08-18 00:00:00,30 days,0.266007
DE0009652396QVEXP1D1,2010-08-19 00:00:00,30 days,0.292465
DE0009652396QVEXP1D1,2010-08-20 00:00:00,30 days,0.289892
DE0009652396QVEXP1D1,2010-08-23 00:00:00,30 days,0.282022
DE0009652396QVEXP1D1,2010-08-24 00:00:00,30 days,0.299964
DE0009652396QVEXP1D1,2010-08-25 00:00:00,30 days,0.308988
DE0009652396QVEXP1D1,2010-08-26 00:00:00,30 days,0.299286
DE0009652396QVEXP1D1,2010-08-27 00:00:00,30 days,0.281714
DE0009652396QVEXP1D1,2010-08-30 00:00:00,30 days,0.2918
DE0009652396QVEXP1D1,2010-08-31 00:00:00,30 days,0.295413
DE0009652396QVEXP1D1,2010-09-01 00:00:00,30 days,0.265713
DE0009652396QVEXP1D1,2010-09-02 00:00:00,30 days,0.26407
DE0009652396QVEXP1D1,2010-09-03 00:00:00,30 days,0.251018
DE0009652396QVEXP1D1,2010-09-06 00:00:00,30 days,0.253513
DE0009652396QVEXP1D1,2010-09-07 00:00:00,30 days,0.262592
DE0009652396QVEXP1D1,2010-09-08 00:00:00,30 days,0.259018
DE0009652396QVEXP1D1,2010-09-09 00:00:00,30 days,0.252986
DE0009652396QVEXP1D1,2010-09-10 00:00:00,30 days,0.257097
DE0009652396QVEXP1D1,2010-09-13 00:00:00,30 days,0.247278
DE0009652396QVEXP1D1,2010-09-14 00:00:00,30 days,0.240787
DE0009652396QVEXP1D1,2010-09-15 00:00:00,30 days,0.235171
DE0009652396QVEXP1D1,2010-09-16 00:00:00,30 days,0.240875
DE0009652396QVEXP1D1,2010-09-17 00:00:00,30 days,0.245837
DE0009652396QVEXP1D1,2010-09-20 00:00:00,30 days,0.239591
DE0009652396QVEXP1D1,2010-09-21 00:00:00,30 days,0.253018
DE0009652396QVEXP1D1,2010-09-22 00:00:00,30 days,0.257485
DE0009652396QVEXP1D1,2010-09-23 00:00:00,30 days,0.258716
DE0009652396QVEXP1D1,2010-09-24 00:00:00,30 days,0.240299
DE0009652396QVEXP1D1,2010-09-27 00:00:00,30 days,0.250822
DE0009652396QVEXP1D1,2010-09-28 00:00:00,30 days,0.251835
DE0009652396QVEXP1D1,2010-09-29 00:00:00,30 days,0.259358
DE0009652396QVEXP1D1,2010-09-30 00:00:00,30 days,0.273243
DE0009652396QVEXP1D1,2010-10-01 00:00:00,30 days,0.277341
DE0009652396QVEXP1D1,2010-10-04 00:00:00,30 days,0.291584
DE0009652396QVEXP1D1,2010-10-05 00:00:00,30 days,0.273483
DE0009652396QVEXP1D1,2010-10-06 00:00:00,30 days,0.270697
DE0009652396QVEXP1D1,2010-10-07 00:00:00,30 days,0.269011
DE0009652396QVEXP1D1,2010-10-08 00:00:00,30 days,0.255814
DE0009652396QVEXP1D1,2010-10-11 00:00:00,30 days,0.271064
DE0009652396QVEXP1D1,2010-10-12 00:00:00,30 days,0.284932
DE0009652396QVEXP1D1,2010-10-13 00:00:00,30 days,0.298875
DE0009652396QVEXP1D1,2010-10-14 00:00:00,30 days,0.351403
DE0009652396QVEXP1D1,2010-10-21 00:00:00,30 days,0.221102
DE0009652396QVEXP1D1,2010-10-22 00:00:00,30 days,0.218009
DE0009652396QVEXP1D1,2010-10-25 00:00:00,30 days,0.221276
DE0009652396QVEXP1D1,2010-10-26 00:00:00,30 days,0.22308
DE0009652396QVEXP1D1,2010-10-27 00:00:00,30 days,0.241733
DE0009652396QVEXP1D1,2010-10-28 00:00:00,30 days,0.229874
DE0009652396QVEXP1D1,2010-10-29 00:00:00,30 days,0.236502
DE0009652396QVEXP1D1,2010-11-01 00:00:00,30 days,0.253858
DE0009652396QVEXP1D1,2010-11-02 00:00:00,30 days,0.249439
DE0009652396QVEXP1D1,2010-11-03 00:00:00,30 days,0.268039
DE0009652396QVEXP1D1,2010-11-04 00:00:00,30 days,0.225035
DE0009652396QVEXP1D1,2010-11-05 00:00:00,30 days,0.230386
DE0009652396QVEXP1D1,2010-11-08 00:00:00,30 days,0.232042
DE0009652396QVEXP1D1,2010-11-09 00:00:00,30 days,0.223023
DE0009652396QVEXP1D1,2010-11-10 00:00:00,30 days,0.244435
DE0009652396QVEXP1D1,2010-11-11 00:00:00,30 days,0.253151
DE0009652396QVEXP1D1,2010-11-12 00:00:00,30 days,0.263181
DE0009652396QVEXP1D1,2010-11-15 00:00:00,30 days,0.247425
DE0009652396QVEXP1D1,2010-11-16 00:00:00,30 days,0.272573
DE0009652396QVEXP1D1,2010-11-17 00:00:00,30 days,0.248575
DE0009652396QVEXP1D1,2010-11-18 00:00:00,30 days,0.228522
DE0009652396QVEXP1D1,2010-11-19 00:00:00,30 days,0.223088
DE0009652396QVEXP1D1,2010-11-22 00:00:00,30 days,0.237785
DE0009652396QVEXP1D1,2010-11-23 00:00:00,30 days,0.282361
DE0009652396QVEXP1D1,2010-11-24 00:00:00,30 days,0.269903
DE0009652396QVEXP1D1,2010-11-25 00:00:00,30 days,0.260043
DE0009652396QVEXP1D1,2010-11-26 00:00:00,30 days,0.293568
DE0009652396QVEXP1D1,2010-11-29 00:00:00,30 days,0.320655
DE0009652396QVEXP1D1,2010-11-30 00:00:00,30 days,0.322087
DE0009652396QVEXP1D1,2010-12-01 00:00:00,30 days,0.289464
DE0009652396QVEXP1D1,2010-12-02 00:00:00,30 days,0.259164
DE0009652396QVEXP1D1,2010-12-03 00:00:00,30 days,0.24683
DE0009652396QVEXP1D1,2010-12-06 00:00:00,30 days,0.265607
DE0009652396QVEXP1D1,2010-12-07 00:00:00,30 days,0.252251
DE0009652396QVEXP1D1,2010-12-08 00:00:00,30 days,0.246247
DE0009652396QVEXP1D1,2010-12-09 00:00:00,30 days,0.241475
DE0009652396QVEXP1D1,2010-12-10 00:00:00,30 days,0.238511
DE0009652396QVEXP1D1,2010-12-13 00:00:00,30 days,0.250529
DE0009652396QVEXP1D1,2010-12-14 00:00:00,30 days,0.258072
DE0009652396QVEXP1D1,2010-12-15 00:00:00,30 days,0.284094
DE0009652396QVEXP1D1,2010-12-16 00:00:00,30 days,0.337135
DE0009652396QVEXP1D1,2010-12-23 00:00:00,30 days,0.195246
DE0009652396QVEXP1D1,2010-12-27 00:00:00,30 days,0.225572
DE0009652396QVEXP1D1,2010-12-28 00:00:00,30 days,0.225025
DE0009652396QVEXP1D1,2010-12-29 00:00:00,30 days,0.219922
DE0009652396QVEXP1D1,2010-12-30 00:00:00,30 days,0.23903
DE0009652396QVEXP1D1,2011-01-03 00:00:00,30 days,0.237997
DE0009652396QVEXP1D1,2011-01-04 00:00:00,30 days,0.233477
DE0009652396QVEXP1D1,2011-01-05 00:00:00,30 days,0.233526
DE0009652396QVEXP1D1,2011-01-06 00:00:00,30 days,0.235773
DE0009652396QVEXP1D1,2011-01-07 00:00:00,30 days,0.242238
DE0009652396QVEXP1D1,2011-01-10 00:00:00,30 days,0.263963
DE0009652396QVEXP1D1,2011-01-11 00:00:00,30 days,0.245349
DE0009652396QVEXP1D1,2011-01-12 00:00:00,30 days,0.230882
DE0009652396QVEXP1D1,2011-01-13 00:00:00,30 days,0.224697
DE0009652396QVEXP1D1,2011-01-14 00:00:00,30 days,0.215651
DE0009652396QVEXP1D1,2011-01-17 00:00:00,30 days,0.220813
DE0009652396QVEXP1D1,2011-01-18 00:00:00,30 days,0.208806
DE0009652396QVEXP1D1,2011-01-19 00:00:00,30 days,0.208109
DE0009652396QVEXP1D1,2011-01-20 00:00:00,30 days,0.211579
DE0009652396QVEXP1D1,2011-01-21 00:00:00,30 days,0.1978
DE0009652396QVEXP1D1,2011-01-24 00:00:00,30 days,0.203584
DE0009652396QVEXP1D1,2011-01-25 00:00:00,30 days,0.21529
DE0009652396QVEXP1D1,2011-01-26 00:00:00,30 days,0.217281
DE0009652396QVEXP1D1,2011-01-27 00:00:00,30 days,0.212861
DE0009652396QVEXP1D1,2011-01-28 00:00:00,30 days,0.223658
DE0009652396QVEXP1D1,2011-01-31 00:00:00,30 days,0.232303
